"","org_name","funding_type","transaction_amount_usd","funding_date","diversity","transaction_name","org_industry","org_location","org_revenue_range","total_raised_usd","lead_investors","num_investors","cb_rank","women_founded_led","black_founded_led","hispanic_latinx_founded_led","s_asian_founded_led","se_asian_founded_led","e_asian_founded_led","m_eastern_n_african_founded_led","indigenous_founded_led","region","vertical_finance","vertical_health","vertical_transport","vertical_tech","vertical_software","vertical_ecommerce"
"275","Bankjoy","Seed",120000,"2015","Black / African American Founded, Black / African American Led, Women Founded","Seed Round - Bankjoy","Finance, Financial Services","California","$1M to $10M",1770000,NA,1,346482,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"West",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"276","PingThings","Seed",1400000,"2015",NA,"Seed Round - PingThings","Analytics, Artificial Intelligence, Big Data, Energy, Energy Management, GovTech, Internet of Things, Machine Learning, Predictive Analytics, Software","California","Less than $1M",5639249,"Frost Data Capital",3,346505,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"West",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"277","Juristat","Seed",1200000,"2015",NA,"Seed Round - Juristat","Analytics, Big Data, Legal","Missouri","Less than $1M",4217000,"Arsenal Capital Partners",4,346795,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Midwest",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"278","Blinkbuggy","Seed",40000,"2015","Women Founded","Seed Round - Blinkbuggy","Apps, Digital Marketing, Internet, Motion Capture, Photography, Video","New York","$1M to $10M",553000,NA,1,292719,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"Northeast",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"279","Waldo","Seed",50000,"2015",NA,"Seed Round - Waldo","Apps, Information Technology, Mobile","California",NA,50000,NA,1,293029,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"West",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
"280","Isowalk","Seed",625000,"2015",NA,"Seed Round - Isowalk","Health Care, Home Health Care, Internet of Things, Medical Device, Smart Home, Software","California","$1M to $10M",875000,NA,NA,347474,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"West",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
"281","Bold Metrics","Seed",1e+06,"2015","Women Founded, Women Led","Seed Round - Bold Metrics","Analytics, Artificial Intelligence, Enterprise Applications, Enterprise Software, Machine Learning, Retail Technology, SaaS","California","Less than $1M",4363103,"Tahoma Ventures",9,236026,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"West",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"282","iMovR","Seed",224000,"2015",NA,"Seed Round - iMovR","E-Commerce, Internet of Things, Manufacturing, Wellness","Washington","$1M to $10M",224000,"Forefront Venture Partners",1,294117,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"West",FALSE,TRUE,FALSE,TRUE,TRUE,TRUE
"283","Responsival","Pre-Seed",125000,"2015",NA,"Pre Seed Round - Responsival","Advertising, Consulting, E-Commerce, Information Technology, Internet, Software","Pennsylvania",NA,125000,NA,NA,294377,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Northeast",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"284","True Link Financial","Seed",3400000,"2015","Women Founded","Seed Round - True Link Financial","Banking, Elderly, Financial Services","California","$1M to $10M",48749999,"Cambia Health Solutions, Kapor Capital",9,236960,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"West",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"285","Elucent Medical","Seed",4e+05,"2015","Women Founded, Women Led","Seed Round - Elucent Medical","Health Care, Medical","Minnesota","Less than $1M",19600000,NA,NA,237071,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"Midwest",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"286","Mish Guru","Seed",450000,"2015",NA,"Seed Round - Mish Guru","Brand Marketing, Mobile, SaaS, Software","New York","Less than $1M",1956500,NA,NA,295088,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Northeast",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"287","TVadSync","Seed",602300,"2015",NA,"Seed Round - TVadSync","Ad Targeting, Advertising, Analytics, Big Data, Marketing, Mobile","New York","Less than $1M",602300,NA,NA,295685,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Northeast",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"288","Eyewiz","Seed",25000,"2015",NA,"Seed Round - Eyewiz","Food and Beverage, Hospitality, Mobile, Tourism, Travel","North Carolina","$1M to $10M",141800,NA,NA,295729,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"South",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
"289","LOVARO","Pre-Seed",270000,"2015",NA,"Pre Seed Round - LOVARO","E-Commerce, Smart Cities, Transportation","New York","$1M to $10M",969800,NA,NA,352391,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Northeast",FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
"290","Lootsie","Seed",3500000,"2015",NA,"Seed Round - Lootsie","Enterprise Software, Loyalty Programs","California",NA,6962500,NA,3,296201,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"West",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"291","STRAX Intelligence Group","Seed",1e+05,"2015",NA,"Seed Round - STRAX Intelligence Group","Analytics, Communications Infrastructure, Data Integration, Drone Management, Drones, GovTech, Machine Learning, Physical Security, Smart Cities, Software","Florida","Less than $1M",19131000,NA,NA,297179,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"South",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"292","FarmRaiser","Seed",364000,"2015","Women Founded","Seed Round - FarmRaiser","Crowdfunding, E-Commerce, Funding Platform, Marketplace, PaaS, Software","Virginia","Less than $1M",1139000,NA,NA,297536,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"South",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
"293","SENSE AI","Seed",5e+05,"2015",NA,"Seed Round - SENSE AI","Artificial Intelligence, Big Data, Internet of Things, Mobile, Software","Minnesota","$1M to $10M",1548786,NA,NA,139536,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Midwest",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"294","Talnts","Seed",1500000,"2015",NA,"Seed Round - Talnts","Apps, iOS, Mobile, Professional Networking, Social Media","California","Less than $1M",1500000,NA,NA,318643,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"West",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"295","PerchBaby","Seed",2e+05,"2015","Women Founded","Seed Round - PerchBaby","Product Design, Wearables","California",NA,2e+05,NA,1,145374,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"West",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"296","Tempo Automation","Seed",1600000,"2015","Women Founded, Women Led","Seed Round - Tempo Automation","Aerospace, Automotive, Electronic Design Automation (EDA), Electronics, Hardware, Internet of Things, Manufacturing, Medical Device, Robotics","California","$10M to $50M",74600000,"Uncork Capital",7,119475,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"West",FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
"297","Culinary Agents","Seed",750000,"2015","Women Founded","Seed Round - Culinary Agents","Hospitality, Human Resources, Recruiting, Restaurants","New York","Less than $1M",4250000,NA,5,119821,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"Northeast",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"298","Portent.IO","Seed",3e+05,"2015",NA,"Seed Round - Portent.IO","Analytics, Big Data, Business Intelligence, Market Research, Predictive Analytics","California",NA,3e+05,NA,1,120306,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"West",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"299","HALSAmd","Seed",250000,"2015",NA,"Seed Round - HALSAmd","Health Care, Medical, Pharmaceutical","Connecticut","$1M to $10M",250000,NA,NA,120531,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Northeast",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"300","Ciphrex Corporation","Seed",5e+05,"2015",NA,"Seed Round - Ciphrex Corporation","Enterprise Software, Software","California","$1M to $10M",1e+06,NA,NA,156928,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"West",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"301","Pip Learning","Seed",18000,"2015",NA,"Seed Round - Pip Learning","E-Learning, Education, Information Technology","Massachusetts",NA,18000,NA,1,120904,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Northeast",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"302","Book. Stay. Go.","Seed",30000,"2015",NA,"Seed Round - Book. Stay. Go.","Hospitality, Marketplace, Mobile, SaaS","California",NA,1030000,NA,2,121763,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"West",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"303","Dataiku","Seed",3713904,"2015",NA,"Seed Round - Dataiku","Analytics, Artificial Intelligence, Big Data, Data Integration, Enterprise Software, Machine Learning","New York","$10M to $50M",246835228,"Alven, Serena",3,122059,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Northeast",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"304","Vida Systems","Seed",250000,"2015","Women Founded","Seed Round - Vida Systems","3D Technology, Augmented Reality, Corporate Training, E-Learning, EdTech, Education, Training, Virtual Reality","California","Less than $1M",1025000,NA,NA,122205,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"West",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"305","Alumni Spaces","Seed",40000,"2015","Women Founded","Seed Round - Alumni Spaces","Internet, SEO, Software, Web Design, Web Hosting","New York","Less than $1M",40000,NA,1,157895,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"Northeast",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"306","Bounce Imaging","Seed",110000,"2015","Hispanic / Latinx Founded, Hispanic / Latinx Led","Seed Round - Bounce Imaging","Consumer Electronics, Hardware, Law Enforcement, Robotics, Sensor, Video","Massachusetts","Less than $1M",4785000,NA,1,157967,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Northeast",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"307","Authomate","Seed",275000,"2015",NA,"Seed Round - Authomate","Biometrics, Cloud Security, Cyber Security, Identity Management, Location Based Services, Network Security, Security, Software","Georgia","Less than $1M",2275000,NA,NA,158387,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"South",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"308","Bridgecrest Medical","Seed",21151,"2015",NA,"Seed Round - Bridgecrest Medical","Analytics, Health Care, Hospitality, Information Technology, mHealth, Mobile","California","$1M to $10M",1678651,NA,1,106732,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"West",FALSE,TRUE,FALSE,TRUE,TRUE,FALSE
"309","Oculii","Seed",3400000,"2015",NA,"Seed Round - Oculii","Automotive, Drones, Robotics","Oregon","$1M to $10M",21078200,NA,9,124069,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"West",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
"310","VoyagerMed","Seed",2e+05,"2015",NA,"Seed Round - VoyagerMed","E-Commerce, Health Care, Health Diagnostics, Information Technology, Marketplace, Medical","New York",NA,2e+05,NA,NA,159623,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Northeast",FALSE,TRUE,FALSE,TRUE,FALSE,TRUE
"311","SocialMatters.ai","Seed",1200000,"2015",NA,"Seed Round - SocialMatters.ai","Financial Services, FinTech, Marketing Automation, Sales Automation","Texas","Less than $1M",1200000,NA,1,160084,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"South",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"312","PeopleVine","Seed",4e+05,"2015",NA,"Seed Round - PeopleVine","Apps, Communities, CRM, Event Management, Hospitality, Loyalty Programs, Mobile, Social Media, Software","Illinois","$1M to $10M",7e+05,"Alliance Creative Group",1,160671,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Midwest",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
"313","NarrativeWave, Inc.","Seed",650000,"2015",NA,"Seed Round - NarrativeWave, Inc.","Analytics, Artificial Intelligence, Big Data, Business Intelligence, Data Visualization, Enterprise Software, Internet, Internet of Things, Knowledge Management, Predictive Analytics, SaaS, Software, Text Analytics","California","Less than $1M",4926923,NA,NA,161359,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"West",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"314","SKULLY","Seed",1500000,"2015","Hispanic / Latinx Founded","Seed Round - SKULLY","Augmented Reality, Automotive, Consumer Electronics, Information Technology, Public Safety, Wearables","California","$1M to $10M",14950000,NA,2,129002,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"West",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"315","Andover Education","Seed",3400000,"2015",NA,"Seed Round - Andover Education","Content Delivery Network, Education, Information Technology, Knowledge Management, Software","Connecticut","$1M to $10M",3400000,NA,NA,164075,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Northeast",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
"316","Fotition","Seed",550000,"2015",NA,"Seed Round - Fotition","Mobile Apps, Photo Sharing, Social","California","Less than $1M",1950000,NA,1,130555,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"West",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"317","Pembient","Pre-Seed",50000,"2015",NA,"Pre Seed Round - Pembient","3D Printing, Biotechnology, GreenTech","California","Less than $1M",50000,"SOSV",2,130791,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"West",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"318","Sensay Inc. (Make Sense Labs)","Seed",1500000,"2015","Women Founded, Women Led","Seed Round - Sensay Inc. (Make Sense Labs)","Apps, Blockchain, Messaging, Mobile, Mobile Apps, Video Chat","California","$1M to $10M",1.6e+07,NA,5,164538,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"West",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"319","Frasier Sterling","Seed",180000,"2015","Women Founded","Seed Round - Frasier Sterling","E-Commerce, Fashion, Jewelry","California","Less than $1M",180000,"Frontier Venture Capital",1,110676,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"West",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"320","DriveScale","Seed",2500000,"2015",NA,"Seed Round - DriveScale","Big Data, Computer, Data Center, Data Center Automation, Infrastructure, Software","California","$1M to $10M",2.6e+07,NA,NA,110820,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"West",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"321","GrubMarket","Seed",2100000,"2015",NA,"Seed Round - GrubMarket","E-Commerce, Grocery, Internet, Marketing, Retail Technology","California","$1M to $10M",152100000,NA,14,131980,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"West",FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
"322","Public Good Software","Seed",1600000,"2015",NA,"Seed Round - Public Good Software","Communities, Crowdfunding, Data Integration, FinTech, Non Profit, Software","Illinois","$1M to $10M",1925000,"Hyde Park Angels",2,166900,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Midwest",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
"323","Kindly Care","Seed",350000,"2015",NA,"Seed Round - Kindly Care","Apps, Consumer Software, Health Care, Home Health Care, Home Services","California","$1M to $10M",8499999,NA,1,167192,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"West",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
"324","Globbux","Seed",60000,"2015",NA,"Seed Round - Globbux","Trading Platform","California",NA,60000,NA,1,111583,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"West",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"325","Allay","Seed",58000,"2015",NA,"Seed Round - Allay","Human Resources, Insurance","California","$1M to $10M",3458000,NA,1,134833,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"West",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"326","Mountain Drones Inc.","Seed",25000,"2015",NA,"Seed Round - Mountain Drones Inc.","Aerospace, Big Data, Drones, Impact Investing, Public Safety","Colorado","Less than $1M",25000,NA,1,175851,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"West",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"327","Oncora Medical","Pre-Seed",20000,"2015",NA,"Pre Seed Round - Oncora Medical","Health Care, Information Technology, Machine Learning, Predictive Analytics","Pennsylvania","$1M to $10M",5620000,NA,1,135541,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Northeast",FALSE,TRUE,FALSE,TRUE,TRUE,FALSE
"328","Neoantigenics","Seed",2536862,"2015",NA,"Seed Round - Neoantigenics","Biotechnology, Health Care, Health Diagnostics","Virginia","$1M to $10M",2536862,NA,1,114076,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"South",FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
"329","Sravel","Seed",250000,"2015","Women Founded","Seed Round - Sravel","Social Media, Travel","Arizona","$1M to $10M",250000,NA,1,115283,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"West",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
"330","ShopCo Technologies","Seed",8e+05,"2015",NA,"Seed Round - ShopCo Technologies","Artificial Intelligence, Browser Extensions, E-Commerce, Information Technology, Internet, Shopping, Web Apps","California",NA,9500000,NA,NA,137983,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"West",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"331","Camp Native","Seed",20000,"2015",NA,"Seed Round - Camp Native","Adventure Travel, Marketplace, Travel","South Dakota","Less than $1M",1462500,NA,1,115529,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Midwest",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
"332","ReelStyle","Seed",8e+06,"2015",NA,"Seed Round - ReelStyle","E-Commerce, Product Design","California","Less than $1M",8e+06,NA,NA,115978,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"West",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"333","WinUru","Seed",650000,"2015",NA,"Seed Round - WinUru","E-Commerce, Gamification","Idaho",NA,650000,NA,NA,117548,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"West",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"334","Zoomi","Seed",4424622,"2015",NA,"Seed Round - Zoomi","Analytics, Artificial Intelligence, Information Services, Information Technology, Machine Learning","Pennsylvania","$1M to $10M",8450600,NA,NA,117981,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Northeast",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
"335","Kinetic","Seed",701000,"2015",NA,"Seed Round - Kinetic","Analytics, Information Technology, Internet of Things, Sensor, Software, Wearables","New York","$1M to $10M",17414928,NA,5,118283,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Northeast",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
"336","SELECT","Seed",40000,"2015",NA,"Seed Round - SELECT","Consumer, Credit Cards, Debit Cards, Financial Services, Hospitality, Travel","New York","$1M to $10M",1955000,NA,1,118389,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Northeast",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"337","Twiage","Seed",3e+05,"2015",NA,"Seed Round - Twiage","Health Care","New York","Less than $1M",1860000,NA,2,118719,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Northeast",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"338","Redspread","Pre-Seed",120000,"2015","Women Founded","Pre Seed Round - Redspread","Apps, Developer APIs, Developer Platform, Software","California",NA,240000,NA,1,140680,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"West",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"339","The Dyrt","Seed",25000,"2015","Women Founded","Seed Round - The Dyrt","Android, Communities, Consumer Reviews, Digital Marketing, Digital Media, Gamification, Internet, iOS, Mobile Apps, Outdoor Advertising, Outdoors, Photo Sharing, Social Media, Software, Vacation Rental","Oregon","Less than $1M",14134966,NA,1,121577,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"West",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"340","Taxhub","Seed",75000,"2015",NA,"Seed Round - Taxhub","Finance, Financial Services, Online Portals","New York","Less than $1M",75000,NA,NA,121798,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Northeast",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"341","Kodu Care","Seed",35000,"2015","Women Founded","Seed Round - Kodu Care","Fitness, Health Care, Hospital, Professional Services","Washington","$1M to $10M",35000,NA,1,121995,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"West",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"342","Moving Analytics","Seed",25000,"2015","Black / African American Founded","Seed Round - Moving Analytics","Health Care, Information Technology","California","Less than $1M",5515000,NA,NA,142709,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"West",FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
"343","MobiAR (Mobile Augmented Reality)","Pre-Seed",5e+05,"2015",NA,"Pre Seed Round - MobiAR (Mobile Augmented Reality)","Analytics, Augmented Reality, Big Data, Data Visualization, Database, Machine Learning, Predictive Analytics","California",NA,5e+05,"FLIP.Ventures",2,143154,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"West",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"344","Cortex Composites, Inc","Seed",1500000,"2015",NA,"Seed Round - Cortex Composites, Inc","Construction, Manufacturing, Product Design","California","Less than $1M",1500000,NA,NA,143183,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"West",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"345","Democracy Earth Foundation","Seed",1e+05,"2015","Women Founded","Seed Round - Democracy Earth Foundation","Government, Non Profit, Software","California","$1M to $10M",220000,NA,1,122847,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"West",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"346","Lapio","Seed",390000,"2015",NA,"Seed Round - Lapio","Cloud Data Services, Racing, Sports","California","Less than $1M",5e+05,NA,NA,122883,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"West",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"347","Kashong LLC","Seed",5e+05,"2015",NA,"Seed Round - Kashong LLC","Financial Services, FinTech","New York",NA,1443000,"Kilgarvan Holdings LLC",1,123047,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Northeast",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"348","Ebullient, Inc.","Seed",1e+06,"2015",NA,"Seed Round - Ebullient, Inc.","Cloud Computing, Cloud Infrastructure, Computer, Data Center, Hardware, IT Infrastructure, Virtual Reality","Wisconsin","$1M to $10M",4467213,NA,NA,144694,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Midwest",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"349","Arcturus BioCloud","Pre-Seed",2000,"2015",NA,"Pre Seed Round - Arcturus BioCloud","Biotechnology, Genetics, Medical","California","$1M to $10M",227000,NA,NA,144931,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"West",FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
"350","Oregon Pacific Bancorp","Seed",814458,"2015",NA,"Seed Round - Oregon Pacific Bancorp","Banking, Commercial Real Estate, Financial Services","Oregon","$10M to $50M",15073447,NA,NA,246809,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"West",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"351","CorkGuru","Seed",4e+05,"2015","Women Founded, Women Led","Seed Round - CorkGuru","Apps, Restaurants, Retail Technology, Wine And Spirits","Pennsylvania","Less than $1M",4e+05,NA,NA,241231,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"Northeast",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
